kind,etag,id,snippet.videoId,snippet.topLevelComment.kind,snippet.topLevelComment.etag,snippet.topLevelComment.id,snippet.topLevelComment.snippet.authorDisplayName,snippet.topLevelComment.snippet.authorProfileImageUrl,snippet.topLevelComment.snippet.authorChannelUrl,snippet.topLevelComment.snippet.authorChannelId.value,snippet.topLevelComment.snippet.videoId,snippet.topLevelComment.snippet.textDisplay,snippet.topLevelComment.snippet.textOriginal,snippet.topLevelComment.snippet.canRate,snippet.topLevelComment.snippet.viewerRating,snippet.topLevelComment.snippet.likeCount,snippet.topLevelComment.snippet.publishedAt,snippet.topLevelComment.snippet.updatedAt,snippet.canReply,snippet.totalReplyCount,snippet.isPublic,nextPageToken,totalResults,resultsPerPage,param_part,param_videoId,param_maxResults,param_pageToken,queryTime
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugz73YCC6dkI42ooKhd4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/p_qK8xF2mzhPcd79jwXT78_uK9o""",Ugz73YCC6dkI42ooKhd4AaABAg,arbaaz mushahid,https://yt3.ggpht.com/a/AGF-l7-mG7BepZqHYBPPTdOMXu7_Ejt6tM6jwOiuww=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCi9Js4NY1BSS3vo7NS-ldhQ,UCi9Js4NY1BSS3vo7NS-ldhQ,kJQP7kiw5Fk,<b>Despacito Song&#39;s Records</b><br />1-Most viewed song <br />2-Most Liked song <br />3-Most Disliked song<br />4-First and only song to reach 6.6 billion views,"*Despacito Song's Records*
1-Most viewed song 
2-Most Liked song 
3-Most Disliked song
4-First and only song to reach 6.6 billion views",True,none,1,2020-02-04 11:27:29+00:00,2020-02-04 11:27:29+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgwltHnnUs6iB_bx-Nx4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/AZnKTomv0renq2F_nwOoquTFNy0""",UgwltHnnUs6iB_bx-Nx4AaABAg,the dark knight,https://yt3.ggpht.com/a/AGF-l7-WW1FRROhYTZtRpuD3qFaMxdNFotHlgCJquQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCeMjmz0PpApE8kLJ-BEGT7g,UCeMjmz0PpApE8kLJ-BEGT7g,kJQP7kiw5Fk,Facts : In despacito every 60 seconds a minute passes.,Facts : In despacito every 60 seconds a minute passes.,True,none,0,2020-02-04 11:26:14+00:00,2020-02-04 11:26:14+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugz5mA7V_mxKuiG9RT94AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/ifjn6nHgZ5YQkSrtAvcm-bOCrls""",Ugz5mA7V_mxKuiG9RT94AaABAg,Rida Elhibaoui,https://yt3.ggpht.com/a/AGF-l7_37BmkgWGT0CWFrSQ7fZtehvoekD70DgeNrg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCc8fFbdvE0DLUV7H-mmBqJQ,UCc8fFbdvE0DLUV7H-mmBqJQ,kJQP7kiw5Fk,"<a href=""https://www.youtube.com/channel/UCf8rcFd68i5hMdq1O4207Ew"">https://www.youtube.com/channel/UCf8rcFd68i5hMdq1O4207Ew</a>",https://www.youtube.com/channel/UCf8rcFd68i5hMdq1O4207Ew,True,none,0,2020-02-04 11:22:41+00:00,2020-02-04 11:22:41+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugxrzzfwg36oCWAThE54AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/UcmkO3N-diY26ATbN3Zo0x2OEH8""",Ugxrzzfwg36oCWAThE54AaABAg,Draw MIM,https://yt3.ggpht.com/a/AGF-l780WXU8JRXhPYTyAooWxqvIfaic4oUiSpagoQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC5feOhoWY8tWIvUEvdHaD7A,UC5feOhoWY8tWIvUEvdHaD7A,kJQP7kiw5Fk,Sasito,Sasito,True,none,0,2020-02-04 11:22:37+00:00,2020-02-04 11:22:45+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgwU7YnnkAKm6ppgGoh4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/NQ1TtlqUF49rmcqUQubm4zgaUFI""",UgwU7YnnkAKm6ppgGoh4AaABAg,Jagrati Parmar,https://yt3.ggpht.com/a/AGF-l78_XthJkS2PCGIz-gSLlbcuLpwxDwBe72X3AQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCgnCqvdEsiWPokDdMA5YtCw,UCgnCqvdEsiWPokDdMA5YtCw,kJQP7kiw5Fk,I love this song this song are amazing,I love this song this song are amazing,True,none,0,2020-02-04 11:20:42+00:00,2020-02-04 11:20:42+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgzY9QNqSsbsAFEgZiV4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/_PqmUOvzdTSdV6xs69aTPysV4Hc""",UgzY9QNqSsbsAFEgZiV4AaABAg,Paulo Garcia,https://yt3.ggpht.com/a/AGF-l78AVuTar1A5ttoVQtg3XqHFR_syZ5Pf9g3qwA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-UhdYPSXRyRVjTAbK1s2ig,UC-UhdYPSXRyRVjTAbK1s2ig,kJQP7kiw5Fk,Dios bendiga a todo el que lea este comentario hoy mañana y siempre,Dios bendiga a todo el que lea este comentario hoy mañana y siempre,True,none,1,2020-02-04 11:17:28+00:00,2020-02-04 11:17:28+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugw2SLBd3bJ56xLeCYJ4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/cTanpucXqVc3dEiGqEzvIDYnRck""",Ugw2SLBd3bJ56xLeCYJ4AaABAg,Grecia Sepúlveda Higuera,https://yt3.ggpht.com/a/AGF-l79CXpxVlOPKm4xNNCSLZSfMfRmxpLPCtJfK9Q=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCjrn9vGslAMuFOC6njSIx2w,UCjrn9vGslAMuFOC6njSIx2w,kJQP7kiw5Fk,Comentarios en español? 🤔🤔 Jaja,Comentarios en español? 🤔🤔 Jaja,True,none,0,2020-02-04 11:14:38+00:00,2020-02-04 11:14:38+00:00,True,1,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgxdIvd6TMnXWzKS5x14AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/rqZzOdAVQU2lpt6D-pi4UCLtmeY""",UgxdIvd6TMnXWzKS5x14AaABAg,ignazio johnson,https://yt3.ggpht.com/a/AGF-l7_San621tcZ42_3GTeYVHYoBGOojqsq3VRc2A=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCcKtyLkJHwoEV373gpMGlUA,UCcKtyLkJHwoEV373gpMGlUA,kJQP7kiw5Fk,RADIO__TIRANA=====METROPOL__800.000__zagreb==EU__presidency<br />RADIO__DUKAGJINI==800.000__ALBANAIN__NATO--2009<br />STRONGER__TOGETHER==KATEDRALJA__e__SHËN--PALIT==21-09__2014==shkodran-mustafi==DIE__MANSCHAFT<br />shën__pali==APOSTULL__gjakova==25.000__katolikë==KLA__klina__laik__albanians==KOLA__berisha==SALI__NATO==LDK__lidhja__demokristiane__e__klinës==18.000<br />LOYOLA__GYMNASIUM==DEUTSCHERN--EINHEIT==friendly==ARGENTINA__JESUITAS==BENEDICT__XVI--EU==BBC__MERCOSUR==ignazio__nicholson,"RADIO__TIRANA=====METROPOL__800.000__zagreb==EU__presidency
RADIO__DUKAGJINI==800.000__ALBANAIN__NATO--2009
STRONGER__TOGETHER==KATEDRALJA__e__SHËN--PALIT==21-09__2014==shkodran-mustafi==DIE__MANSCHAFT
shën__pali==APOSTULL__gjakova==25.000__katolikë==KLA__klina__laik__albanians==KOLA__berisha==SALI__NATO==LDK__lidhja__demokristiane__e__klinës==18.000
LOYOLA__GYMNASIUM==DEUTSCHERN--EINHEIT==friendly==ARGENTINA__JESUITAS==BENEDICT__XVI--EU==BBC__MERCOSUR==ignazio__nicholson",True,none,0,2020-02-04 11:14:14+00:00,2020-02-04 11:14:14+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgzeW6nhQeBoy-04ueR4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/TyrkcZezGPzDi8yzL6ELpM3ZOsc""",UgzeW6nhQeBoy-04ueR4AaABAg,Safeeq.M Safeeq,https://yt3.ggpht.com/a/AGF-l7_HcqKPW1pPi3AwmJ9ltxoeD_fnqYi71ZJZRQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCBw8anNTIK9O9OXhqQmpkIQ,UCBw8anNTIK9O9OXhqQmpkIQ,kJQP7kiw5Fk,",✌️✌️✌️✌️✌️✌️✌️",",✌️✌️✌️✌️✌️✌️✌️",True,none,0,2020-02-04 11:13:56+00:00,2020-02-04 11:13:56+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugz57GCndbSUTVBYlTt4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/xElYhgvU28JN3tSxH0pQBZoXx9w""",Ugz57GCndbSUTVBYlTt4AaABAg,Raman Kumar,https://yt3.ggpht.com/a/AGF-l79_cIGe9SRixTnM92EHHmv6skSmeHQPVJngew=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCvtkfAirb352P0XjxHsOTEQ,UCvtkfAirb352P0XjxHsOTEQ,kJQP7kiw5Fk,Goal for 1trillion view 😍😍😍😍,Goal for 1trillion view 😍😍😍😍,True,none,2,2020-02-04 11:13:51+00:00,2020-02-04 11:13:51+00:00,True,1,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgwhC58y9UEvmhGWajF4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/jzLf69WgZPFToinE1MDs7cYuKzA""",UgwhC58y9UEvmhGWajF4AaABAg,Prashant V,https://yt3.ggpht.com/a/AGF-l79UHn3etQkQB7rDkeggwYjhPrWG9j8LF1-SvQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCOGNoD417Gdkb7FOvKbuaeA,UCOGNoD417Gdkb7FOvKbuaeA,kJQP7kiw5Fk,2020!,2020!,True,none,0,2020-02-04 11:12:55+00:00,2020-02-04 11:12:55+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgzjXPWu7kG8rZC2nBF4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/wBCQk3SQzskJE4PJRkmL785dnyY""",UgzjXPWu7kG8rZC2nBF4AaABAg,BulindeR !,https://yt3.ggpht.com/a/AGF-l78FKU-g-a74QV2ixkxelASQPhh5-8fkouVKtg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCPXoKu4Dr1tGNCwG4r6dZ8g,UCPXoKu4Dr1tGNCwG4r6dZ8g,kJQP7kiw5Fk,WELL IM NOT HERE FOR VIEWS!,WELL IM NOT HERE FOR VIEWS!,True,none,0,2020-02-04 11:11:21+00:00,2020-02-04 11:11:21+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgxCoMgbDjPIcQpPrdh4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/-mwvbmPcHvw1BWo3U2grDylnJzg""",UgxCoMgbDjPIcQpPrdh4AaABAg,ANIME and Reality,https://yt3.ggpht.com/a/AGF-l785TL0yqu-zCbCrzQkyuXQw_LgM49zzpdgBew=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC5Okxg2KDPXRzyZ5nYhlesw,UC5Okxg2KDPXRzyZ5nYhlesw,kJQP7kiw5Fk,delvil fruit,delvil fruit,True,none,0,2020-02-04 11:09:25+00:00,2020-02-04 11:09:25+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugwy2-XHr2nzTKl2SXp4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/QinB_8LJuPydFk4J5rDfVmLfYeA""",Ugwy2-XHr2nzTKl2SXp4AaABAg,Demai7,https://yt3.ggpht.com/a/AGF-l79xrJhwOk6r_kcBtNkRapp6p47syO7Ob2hI5A=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCFvB4BH6h0NMq1xOMK-4CVQ,UCFvB4BH6h0NMq1xOMK-4CVQ,kJQP7kiw5Fk,Емаа,Емаа,True,none,0,2020-02-04 11:09:04+00:00,2020-02-04 11:09:04+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugzlko0WYP6O3A6rXUR4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/_SqHxlYSvnYWmqcwTBDORqbHdaM""",Ugzlko0WYP6O3A6rXUR4AaABAg,MaRiHuAnKa Bro,https://yt3.ggpht.com/a/AGF-l79Z8BHhdEvQrroVbKek0YpEZw4lFEN0kizwvQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCIuMJsdWSfXouhA09wO6kBg,UCIuMJsdWSfXouhA09wO6kBg,kJQP7kiw5Fk,Завезите луцки русские(или не очень))),Завезите луцки русские(или не очень))),True,none,0,2020-02-04 11:08:21+00:00,2020-02-04 11:08:21+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgwXjsHMj6zIVynIDW54AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/YYnbyd0pWsU95dGovXJiyrJ4b6c""",UgwXjsHMj6zIVynIDW54AaABAg,Filippo de Falco,https://yt3.ggpht.com/a/AGF-l7_kuj7pvqD59UcDZVe0s1NdIhQLc3krYXqkcQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCs6SZREucNhVfXr9bsvczXg,UCs6SZREucNhVfXr9bsvczXg,kJQP7kiw5Fk,2020?🤪,2020?🤪,True,none,0,2020-02-04 11:06:38+00:00,2020-02-04 11:06:38+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgwUVdIbXyzhwBuQQal4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/m2j_anV2yaMFnHKdBBSrCq0jyEg""",UgwUVdIbXyzhwBuQQal4AaABAg,Rohit Mane,https://yt3.ggpht.com/a/AGF-l79R4GRHZP7n6Eo2KqK85O-J3NIheuqDz9SbWw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCtWAq2VrFooZIh5g9rUONAg,UCtWAq2VrFooZIh5g9rUONAg,kJQP7kiw5Fk,Nice song,Nice song,True,none,0,2020-02-04 11:04:49+00:00,2020-02-04 11:04:49+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugy0nDe306JN6weonex4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/qgHgVrUeImDFT6IwXEpewCFxd7Q""",Ugy0nDe306JN6weonex4AaABAg,legit die hard fan,https://yt3.ggpht.com/a/AGF-l7-16G1zZAU6VmyG31jw5xvBziconQCZTfGQ3w=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC4WMbb8XCUkzOtqoEWMnLTw,UC4WMbb8XCUkzOtqoEWMnLTw,kJQP7kiw5Fk,Who is listen 2020 like here,Who is listen 2020 like here,True,none,0,2020-02-04 11:03:57+00:00,2020-02-04 11:03:57+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgxEuEVeroW66kplsUV4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/AGC_YTgqwK77E1M0maaJJgdMDkc""",UgxEuEVeroW66kplsUV4AaABAg,abud NRT,https://yt3.ggpht.com/a/AGF-l79MaAmDa3x1XdXEnFXA-pcdj4TFMOW0tVrJHw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCeQV-faSUnbXVVgd3nO-14Q,UCeQV-faSUnbXVVgd3nO-14Q,kJQP7kiw5Fk,I love this music,I love this music,True,none,1,2020-02-04 11:03:45+00:00,2020-02-04 11:03:45+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
